id,name,neighborhood,rating,price
1334,Akua's Bed-Stuy Study,Bedford-Stuyvesant,5.0,100.0
1335,Bed & Bath in Park Slope Mansion,Park Slope,5.0,150.0
1336,Modern Harlem Flat,Harlem,4.0,425.0
1337,beautiful brownstone,Bedford-Stuyvesant,4.0,100.0
1338,Luxury West Village 1 bdrm w/ views,West Village,,199.0
1339,Bright. Clean. Elegant. A perfect Brooklyn home.,Park Slope,,1275.0
1340,1 Bed Apt in Greenpoint Brooklyn,Greenpoint,,115.0
1341,Spacious 2 bedroom 1 bathroom BRKLY,Bushwick,,150.0
1342,139-2E west village 1BR!best value!,West Village,4.0,155.0
1343,1BR Clinton Hill Apt Beautiful Garden - Video,Clinton Hill,4.0,150.0
1344,Sunny Central Location!,Chinatown,4.0,130.0
1345,Private Apt. in Brooklyn Brownstone + Garden,Bedford-Stuyvesant,3.5,160.0
1346,1 BR Apt steps from Central Park! #10223,Upper West Side,5.0,200.0
1347,Vintage Williamsburg huge 1BR Loft near park/train,Williamsburg,5.0,147.0
1348,Murray Hill / Midtown East Studio,Murray Hill,4.25,300.0
1349,Sunny Boerum Hill Duplex,Boerum Hill,,185.0
1350,Spacious Duplex Garden Apt Park Slope Brooklyn,Park Slope,3.5,279.0
1351,Sunny 1-BR Apt with Soaking Tub,Upper East Side,4.0,119.0
1352,"Modern, Bright, Airy Brooklyn Apt",Bedford-Stuyvesant,,200.0
1353,Welcome to Williamsburg!,Williamsburg,5.0,165.0
1354,PrivatePeaceful Pad near JFKairport,Canarsie,,90.0
1355,Stunning Loft in Heart of Williamsburg,Williamsburg,,375.0
1356,"Relaxing Apt w vibe, off Park, near Dwntn & Trains",Brownsville,5.0,90.0
1357,Sunny 1 br in Greenpoint,Greenpoint,4.75,120.0
1358,Fabulous Loft Studio in Gramercy,Gramercy,,195.0
1359,Charming and Beautiful 1-BR Apt,Greenpoint,4.666666666666667,132.0
1360,Clean One Bedroom Apartment,East Village,,250.0
1361,Greenwich Village in the Sky,Greenwich Village,4.0,199.0
1362,Cozy West Village apartment,Civic Center,,200.0
1363,1 bedroom apartment on the UWS,Upper West Side,3.0,143.0
1364,Where Love and Happiness Live,Washington Heights,4.5,80.0
1365,SUBLET in the UWS,Upper West Side,4.5,200.0
1366,Top Floor Doorman Apt-Water Views,Battery Park City,5.0,225.0
1367,Vintage NYC apt 15min from Times Sq,Sunnyside,4.5,121.0
1368,Reno1BR~RiverView~Luxury24D~Roof~,Kips Bay,,200.0
1369,5 Bdrm 2 bath TH triplex w garden,Civic Center,5.0,400.0
1370,Luxury Building in Time Square,Hells Kitchen,4.0,189.0
1371,Sunny 1 BR Brooklyn Loft Apartment,Clinton Hill,5.0,156.0
1372,Huge 3 BR/2 Bath on Upper West Side!,Upper West Side,,600.0
1373,"Large, Luxurious 1 bdrm  W. Village",West Village,,349.0
1374,Clinton Hill Apartment 2 BR,Bedford-Stuyvesant,,800.0
1375,Cozy Parkside 1 Bedroom Apartment,Harlem,,115.0
1376,Beautiful Terrace Room,Canarsie,4.0,49.0
1377,One Bedroom in Heart of Harlem,Harlem,,275.0
1378,Beautiful Large Window Oasis in Soho/Little Italy,Little Italy,5.0,160.0
1379,"A Safe & Pleasant Time in NYC, 3",East Harlem,4.5,1000.0
1380,1 Bedroom w/ huge Deck in West Village/SOHO,SoHo,5.0,350.0
1381,Entire 2 bdrm/2 bth UWS/RiversdePrk,Upper West Side,3.0,130.0
1382,Spacious Park Slope brownstone,Park Slope,2.5,170.0
1383,Located in the heart of NoLita.,Nolita,4.0,350.0
1384,Classic Brownstone 1 Bed. Apt.,Bedford-Stuyvesant,4.25,90.0
1385,The Hummingbird Room,Canarsie,,52.0
1386,Beautiful West Village 1 BR Gem!,West Village,4.0,225.0
1387,Two bedroom fully furnished apt.,Flatlands,2.0,125.0
1388,South Williamsburg Escape,Williamsburg,3.0,174.0
1389,"2 bedroom with yard, 4 mins to LGA",East Elmhurst,4.0,157.0
1390,The Coziest Cove in Queens | Home Away From Home!,Elmhurst,,110.0
1391,Luxury 1 Bedroom Sublet,Lower East Side,,120.0
1392,Charming apt in Greenwich Village!,Greenwich Village,4.0,128.0
1393,"Beautiful, Bright 1 Bed in Riverdale",Fieldston,3.75,75.0
1394,Sunny Junior 1 Bedroom,Cobble Hill,3.6666666666666665,160.0
1395,Williamsburg + private patio garden,Williamsburg,3.333333333333333,120.0
1396,Entire apartment 1st Floor,Bay Ridge,4.5,130.0
1397,Charming sunny room in Brooklyn,Clinton Hill,2.5,103.0
1398,"2BR, Heart of Lower East Side",Lower East Side,5.0,150.0
1399,Apt in Harlem 1 month minimun stay,Harlem,5.0,120.0
1400,Sunny and comfortable 2 bedroom apt,Bedford-Stuyvesant,5.0,190.0
1401,Beautiful 1 bedroom in NYC,Woodside,4.5,150.0
1402,The Lighthouse Manor,Lighthouse Hill,,250.0
1403,Located at the heart of Manhattan,Roosevelt Island,4.666666666666667,1400.0
1404,Big New York City Suite Near Subway,Crown Heights,4.0,135.0
1405,"Sunny, Spacious 1BR in BoCoCa",Boerum Hill,,180.0
1406,NYC Artists Loft in Chelsea,Chelsea,4.666666666666667,186.0
1407,Warm & lovely garden duplex in BK,Fort Greene,4.5,300.0
1408,"Sunny, Charming, and Zen",East Village,3.0,135.0
1409,true 1 BR in prime east village,East Village,,219.0
1410,"Cozy 1 bedroom + air mattress, 2 cats, sleeps 3",Washington Heights,4.0,75.0
1411,Charming Full 1BR Apt w/Backyard,Flatbush,5.0,160.0
1412,Ft Greene / Garden / Sauna,Fort Greene,,88.0
1413,Brooklyn Garden Apartment,Bedford-Stuyvesant,5.0,119.0
1414,Beautiful Upper West 1 BR Apartment,Upper West Side,4.0,260.0
1415,Jackson Heights charmer!,Jackson Heights,5.0,100.0
1416,Classic UWS 1 Bed in Doorman Bldg,Upper West Side,5.0,250.0
1417,MODERN AND COZY FLAT w/ BACKYARD,Harlem,,75.0
1418,Quiet 2 bdrm in cozy Clinton Hill!,Clinton Hill,5.0,200.0
1419,Stunning Summer Sublet Red Hook Garden Loft,Red Hook,5.0,225.0
1420,Cozy one bedroom apt at the center of Astoria,Astoria,4.0,110.0
1421,Bright Apt Williamsburg-Greenpoint,Greenpoint,,155.0
1422,Welcome to my home,Greenwich Village,3.6666666666666665,450.0
1423,BRAND NEW!HUGE 1 BED!TIMES SQ! WEST 39TH AND 9TH!!,Hells Kitchen,4.0,75.0
1424,Lofty Living: Heart of Williamsburg,Williamsburg,,477.0
1425,Cute and Quiet in the Heart of Soho/Nolita,NoHo,2.5,185.0
1426,Cozy 1 bdrm on UWS,Civic Center,5.0,120.0
1427,"Modern, spacious flat in upper Manhattan",Inwood,3.333333333333333,99.0
1428,Sharbell’s  Castle,Canarsie,,235.0
1429,Charming West Village 1 bdrm,West Village,5.0,190.0
1430,Awesome Chelsea 1 bedroom,Chelsea,3.0,200.0
1431,Spacious apt. 15 min to Manhattan,Ridgewood,4.0,52.0
1432,"Colorful apt, 2 bedrooms,  25 mins to Manhattan",Bedford-Stuyvesant,2.5,96.0
1433,Williamsburg Gem With Private Patio!,Williamsburg,5.0,482.0
1434,1BR condo right by Prospect Park,Flatbush,5.0,115.0
1435,Gorgeous Park Slope Space & Light,Prospect Heights,4.0,95.0
1436,Ebony & Ivory Close to Manhattan Clean & Sanitized,Bedford-Stuyvesant,4.0,233.0
1437,Urban Rustic Retreat,Harlem,4.0,130.0
1438,Spacious 2 story Apt in Midtown!!,Murray Hill,5.0,200.0
1439,Unique Full-Floor 2br/2bath in the Heart of SoHo,SoHo,4.0,397.0
1440,2 Bedroom. Private apt. (L14),Maspeth,4.0,125.0
1441,"Manhattan 1-Bedroom, East Village",East Village,4.0,166.0
1442,Modern 2-Bed Apt.- Great Location!,Midtown,,295.0
1443,Beautiful 1BR apt Upper West Side,Morningside Heights,,150.0
1444,"Bright, Modern loft in Williamsburg",Williamsburg,,175.0
1445,Greenwich Village Living!,Greenwich Village,,350.0
1446,Beautiful Bohemian Duplex with Garden,Bedford-Stuyvesant,3.0,175.0
1447,Park Slope's - Pied à Terre (1-Bedroom Apt),South Slope,,183.0
1448,"Penthouse Flat, Million-$-View, Best Area!",Bushwick,,200.0
1449,1 Br Near Empire State Building,Kips Bay,,270.0
1450,Classic Brownstone Apartment,Harlem,4.0,120.0
1451,Prime W. Village location 1 bdrm,Greenwich Village,,180.0
1452,Quirky Greenpoint Haven,Greenpoint,5.0,66.0
1453,Charming Soho One Bedroom + Loft,East Village,3.0,350.0
1454,Prime East Village 1 Bedroom,East Village,5.0,200.0
1455,Cozy and Convenient – Spacious 1 Bedroom Apartment,East New York,,100.0
1456,Studio apartment in heart East Village,East Village,5.0,150.0
1457,Serenity Near Manhattan (Clean & Sanitized),Bedford-Stuyvesant,3.0,170.0
1458,,Greenwich Village,2.5,225.0
1459,Central Park is Steps Away,Upper West Side,,175.0
1460,Cozy and Vibey Apt in Williamsburg,Williamsburg,5.0,115.0
1461,THE THOMPSON SUITE,Bedford-Stuyvesant,5.0,155.0
1462,Cozy hideaway,Kingsbridge,5.0,110.0
1463,Brooklyn Love,Gowanus,,160.0
1464,Beautiful NY Gem,Ditmars Steinway,2.0,200.0
1465,New!!!  4 BR/2 Bth in a private house.,Bay Terrace,,163.0
1466,Charming 2BD flt in Trendy Bushwick,Bushwick,,144.0
1467,1 BR/terrace Apartment in Boerum Hill,Downtown Brooklyn,4.5,124.0
1468,The Garden Apartment,South Slope,3.333333333333333,151.0
1469,Adorable East Village 1 Bedroom,East Village,5.0,199.0
1470,Welcoming Park Slope Garden Apt.,Park Slope,,220.0
1471,Pre-War Gem in the heart of the UWS,Upper West Side,3.0,350.0
1472,Cozy Home w/Private Garden&Hot Tub!,Chelsea,5.0,345.0
1473,Entire 2BR APT (not a railroad),Williamsburg,1.0,199.0
1474,Large Studio in Luxury Building,Financial District,4.0,150.0
1475,"Big private 2BR, just minutes to Manhattan!",Woodside,,190.0
1476,"Lux Baby Friendly Apt, Williamsburg, Brooklyn",Williamsburg,5.0,150.0
1477,Great Apt 5min from Time Square NYC,Hells Kitchen,3.6666666666666665,100.0
1478,Beautiful Oasis,Upper West Side,,250.0
1479,Brand New Furnished Brooklyn Apt.,Crown Heights,5.0,150.0
1480,Entire 1BD Apt in Long Island City!,Long Island City,,200.0
1481,,Nolita,4.0,215.0
1482,Spacious 1Br in East Village,East Village,4.0,215.0
1483,Child-friendly 2BR w/ Yard access and Free Parking,Bedford-Stuyvesant,3.0,192.0
1484,Entire Apartment - charming 1BR-20min to Downtown,Bedford-Stuyvesant,4.5,142.0
1485,Livin' La Vida Brooklyn (w/ Backyard!),Bedford-Stuyvesant,4.0,163.0
1486,Massive 1BR in the Lower East Side,Lower East Side,5.0,275.0
1487,"Sunny 2BR, 2BA duplex",Fort Greene,,200.0
1488,True Brooklyn Loft Experience,Prospect Heights,,150.0
1489,One bedroom near Central Park West,Upper West Side,,175.0
1490,Family Friendly Park Slope House,South Slope,5.0,380.0
1491,Brooklyn Townhouse Duplex,Bedford-Stuyvesant,,200.0
1492,"Light Filled Spacious 1BR, with Cat",Bedford-Stuyvesant,,115.0
1493,Prime East Village One Bedroom Apt!,East Village,5.0,195.0
1494,Beautiful 1 bdr apartment in Murray Hill,Kips Bay,,130.0
1495,Charming Brownstone Apt Fort Greene,Fort Greene,5.0,178.0
1496,Heart of Upper West Side 1BR,Upper West Side,,130.0
1497,Appartement en duplex de 3 chambres,Crown Heights,,290.0
1498,Penthouse for 4th of July Weekend,Hells Kitchen,,200.0
1499,"Charming, private 1BR garden apt",Harlem,,150.0
1500,West Village - Celebrities + LIGHT,West Village,3.0,314.0
1501,Beautiful 1 Bedroom in Midtown West,Hells Kitchen,,225.0
1502,Columbus Circle 2br,Hells Kitchen,,150.0
1503,Gorgeous 1 Bedroom in the heart of NYC: Chelsea,Chelsea,4.0,325.0
1504,GORGEOUS 2 Bedroom in Queens NYC,Kew Gardens Hills,3.0,174.0
1505,"Cozy, Clean, Convenient Location",East Harlem,3.0,150.0
1506,Bright Spacious Bushwick Home,Bushwick,5.0,100.0
1507,Cozy One Bedroom Apt - Astoria,Astoria,4.5,129.0
1508,Bright & big apt 3 blks from subway,Flatbush,,125.0
1509,Spacious neo-country seaside loft,Red Hook,5.0,369.0
1510,AMAZING apt in the heart of the UWS!,Upper West Side,,99.0
1511,cozy tucked away in el barrio,East Harlem,3.5,40.0
1512,1 BR in Gramercy Park,Gramercy,3.5,350.0
1513,Huge 2.5 bdrm in North Brooklyn!,Greenpoint,4.0,154.0
1514,Beautiful Upper West Side,Upper West Side,2.0,80.0
1515,UPPER EAST SIDE DOORMAN BUILDING,Upper East Side,4.0,300.0
1516,Big Duplex 1 BR/Loft w/ outdoors,Bushwick,4.5,165.0
1517,Huge Apartment on Prospect Park,Windsor Terrace,5.0,110.0
1518,Modern XL Tribeca apt with terrace,Civic Center,,239.0
1519,Garden Oasis Apartment - 2 bedroom,East Harlem,,230.0
1520,Cozy Hells Kitchen/Times Sq 2BR,Hells Kitchen,,160.0
1521,Prime Artist Loft &  Exposed Brick,Williamsburg,,353.0
1522,4Bedroom Manhattan Superhost triplex + deck+garden,Harlem,2.5,500.0
1523,"Country Vibe, Big City Feel",Ditmars Steinway,3.0,200.0
1524,Clean and Sunny Williamsburg Loft,Williamsburg,3.6,300.0
1525,Entire Apt. in E. Williamsburg,Williamsburg,3.6666666666666665,192.0
1526,Colorful Studio Near Columbia Univ.,Harlem,4.0,99.0
1527,Spacious 1 Bedroom in Bohemian Comfort,Crown Heights,5.0,146.0
1528,Entire flr-thru 2bdrm apartment near ProspectPark!,South Slope,3.6666666666666665,180.0
1529,cozy queen for 2 in el barrio,East Harlem,1.0,39.0
1530,"Bright 1BR, central location",Hells Kitchen,4.0,150.0
1531,Beautiful Loft in LES Manhattan!,Lower East Side,,175.0
1532,Greenwich / West Village 2 Bedroom,West Village,4.5,175.0
1533,"Perfect 2 Bed Bklyn Apt, near SUNY Downstate!",East Flatbush,2.0,118.0
1534,Beautiful Chelsea 2 Bedroom apt,Chelsea,4.0,374.0
1535,Huge 5BR Townhouse - LEGAL NYC B&B!,Harlem,,695.0
1536,Quiet 1 Bedroom near Union Square,Gramercy,5.0,139.0
1537,Large 1 bdrm near L in Williamsburg,Williamsburg,5.0,120.0
1538,NEW! 2-BR Apartment with Tub,Upper East Side,5.0,145.0
1539,Great one bedroom loft space in Manhattan,Chinatown,4.5,140.0
1540,Times Square Sky Palace!,Theater District,4.0,548.0
1541,Beautiful Spacious Studio By Park,Upper West Side,5.0,77.0
1542,Hip&Central! Charming Williamsburg!,Williamsburg,4.0,175.0
1543,Cozy One Bedroom in Williamsburg!,Williamsburg,3.0,200.0
1544,Amazing convenient 5 min  to city,Long Island City,3.6666666666666665,225.0
1545,*NEW*  Modern Sunny Loft in Bushwick/Brooklyn,Bushwick,4.666666666666667,120.0
1546,Lower East Side True 1 BR,Chinatown,3.0,229.0
1547,Lovely and Spacious Park Slope Home,Park Slope,,160.0
1548,"Large, Cozy One Bedroom Apartment",Washington Heights,,60.0
1549,"Bright, lovely 1 bdrm near Central Park & metro.",Upper West Side,4.0,280.0
1550,Cozy & Clean #3,Crown Heights,4.0,130.0
1551,Cozy & Clean #4,Crown Heights,,140.0
1552,Bright and Cheerful Prospect Heights 1-bedroom,Prospect Heights,,95.0
1553,"Great location, spacious apt.",Boerum Hill,,120.0
1554,Best Block Clean Luxury Loft in SoHo,Greenwich Village,5.0,1200.0
1555,"Cozy 1BR, 5 minutes from the train",Williamsburg,2.5,98.0
1556,HEART of NEW YORK // ニューヨークの中心,Hells Kitchen,4.0,107.0
1557,Entire 2 Bedroom Apartment - 20 min to Times Sqr,Harlem,3.0,55.0
1558,Cozy 2BD Near Columbia Univ,Morningside Heights,4.0,150.0
1559,Unique 2 Bed/2 Bath Duplex Apt,East Harlem,4.0,290.0
1560,Manhattan townhouse near subway,Harlem,2.75,570.0
1561,2 Bdr Cozy Apartment in Park Slope,Gowanus,,150.0
1562,Upper West Side Studio doorman bld,Upper West Side,4.0,130.0
1563,Columbia UWS 1BD Apt-Quiet & Comfy,Morningside Heights,,148.0
1564,Blissfully Quiet Room,Williamsbridge,4.0,55.0
1565,Luxurious Village 1 bed!,West Village,4.0,269.0
1566,Cozy 1BR in the heart of Harlem,Harlem,3.5,80.0
1567,Upper West Apartment Block Away from Central Park!,Upper West Side,5.0,180.0
1568,2 Bedroom West Village Manhattan,Greenwich Village,4.5,600.0
1569,2BR - Great West Village Location,West Village,,205.0
1570,BEAUTIFUL  ONE  BEDROOM in harlem,Harlem,3.25,136.0
1571,"Charming apt. in Brooklyn, New York",Bedford-Stuyvesant,3.5,140.0
1572,sunny & spacious one-bedroom,Bedford-Stuyvesant,2.0,140.0
1573,Beautiful Sunny Private Penthouse Suite,Harlem,4.5,150.0
1574,"Landmark 1 Bedroom has 2 beds, Free WiFi",Washington Heights,,80.0
1575,Spacious 2BR in UES - 30 DAYS MIN,Upper East Side,4.0,99.0
1576,Prime Williamsburg duplex Bedford L,Williamsburg,4.0,225.0
1577,Between Central Park and the Subway,East Harlem,4.0,200.0
1578,1000 SQ FT Cobble Hill Übercharmer,Cobble Hill,4.5,325.0
1579,East Village Townhouse,East Village,3.0,1500.0
1580,"Manhattan, UWS, Bright, 1BR, & Loft",Upper West Side,3.0,125.0
1581,Bright 3 bdrm in East Village,East Village,,400.0
1582,New 2 br Apt Williamsburg,Greenpoint,2.5,450.0
1583,One Bedroom East Village New York,East Village,,205.0
1584,Cosy East Village apartment!,East Village,5.0,180.0
1585,Fort Greene Brooklyn 1 bedroom apt,Fort Greene,2.0,119.0
1586,Large apt in heart of Williamsburg,Williamsburg,,200.0
1587,New York Upper East Side Luxury Apt,Upper East Side,4.75,235.0
1588,Sunny & spacious 1 bedroom gem!,East Elmhurst,,105.0
1589,Charming and Convenient Garden Apt,Bedford-Stuyvesant,5.0,55.0
1590,Furnished 2BR in UES (30 DAYS MIN),Upper East Side,,110.0
1591,Modern 1 BD near Prospect Park,Crown Heights,4.666666666666667,112.0
1592,Spacious Williamsburg Retreat,Williamsburg,4.5,120.0
1593,"Upper Eastside Manhattan, 1 Bdr apt,LOTS OF LIGHT!",East Harlem,3.5,124.0
1594,Comfy 2Bdr Railroad in Greenpoint,Greenpoint,2.0,135.0
1595,"Luxurious beds in a simple, clean, cozy home",Astoria,5.0,100.0
1596,Spacious 1BR Apt in converted Pencil Factory,Greenpoint,3.0,154.0
1597,Spanish Harlem Apt,East Harlem,4.0,9999.0
1598,Cozy 2BR in the UES (MIN 30 DAYS),Upper East Side,5.0,150.0
1599,1 BR with Steinway Grand Piano,Harlem,4.5,175.0
1600,Coziest 2BD Brownstone in Jefftown,Bushwick,,150.0
1601,"Spacious, Cool 1-BD in Brooklyn",Crown Heights,4.5,85.0
1602,Spacious Apt in Bushwick!,Bushwick,,129.0
1603,Radiant 2bed E Village Apartment,East Village,5.0,219.0
1604,"Luxury Astoria 1BD apt, 20min from Manhattan",Astoria,5.0,250.0
1605,Large 1 bedroom apt - can sleep 4,East Harlem,4.0,170.0
1606,Ideal One Bedroom on UWS,Upper West Side,2.0,160.0
1607,Spacious 1 Bedroom Apartment,Bensonhurst,4.0,128.0
1608,"Big Kitchen, Beautiful Bathroom",Gowanus,,271.0
1609,"2 Bedroom, 1 Bath Hell's Kitchen",Hells Kitchen,4.0,272.0
1610,Charming UES 1bdr near Central Park,Upper East Side,4.5,154.0
1611,One bedroom loft in West Village,West Village,1.0,450.0
1612,1br - Williamsburg Luxury Sublet,Williamsburg,4.0,95.0
1613,Beautiful one bedroom apt 850 sqf!!,Upper West Side,4.0,199.0
1614,Bright & Spacious  in Williamsburg,Williamsburg,2.5,150.0
1615,Charming 1BD Across from Park,Crown Heights,2.5,82.0
1616,"Cozy 2 bedroom, near Central Park",Upper West Side,2.0,200.0
1617,Cozy home in Williamsburg BK,Williamsburg,4.5,110.0
1618,350-1A Gramercy~New 1BR~Sleeps4~Newly Furnished,Gramercy,1.0,170.0
1619,Modern 2BR Apartment in Heart of East Village,East Village,5.0,250.0
1620,211-3 Prime Union Square! Large 1BR~Great value,Gramercy,,150.0
1621,"2-story, 3-bedroom, Private Yard",East Village,,815.0
1622,Prime Williamsburg Loft Oasis with Garden!,Williamsburg,4.5,200.0
1623,Historic Brownstone Duplex,Fort Greene,1.0,425.0
1624,3 Bedrooms Entire Apartment in Downtown Manhattan,Chinatown,,500.0
1625,"Cosy 2 bed, Gramercy, NYC Apartment",Civic Center,4.5,199.0
1626,Historic Jumel Terrace Manhattan,Washington Heights,2.0,225.0
1627,Your own West Village/ Soho home,SoHo,3.0,200.0
1628,"Clean, Private 2-Bedroom Garden Level Apartment",Windsor Terrace,4.0,258.0
1629,Complete 1 bedroom near Columbia U,Harlem,2.0,95.0
1630,Loft 2BR 2bath Near UN Building-30 days min stay,Midtown,4.0,130.0
1631,"Sunny, Spacious 1 Bdrm in E. Vil.",East Village,4.5,125.0
1632,Beautiful Astoria apt next to Manhattan,Long Island City,4.333333333333333,250.0
1633,Clean | Green | Spacious WB BK Sanctuary! 1BR/2BA,Williamsburg,,196.0
1634,Cute & Cozy 1BR in the East Village,East Village,2.5,239.0
1635,"Sunny, charming 1BR in East Village",East Village,,115.0
1636,Light-filled  2BR Modern Condo,Crown Heights,,325.0
1637,Spend the Fall in NoLita!,Nolita,4.0,250.0
1638,Roomy/sunny/quiet/fun/great locale,Park Slope,4.0,106.0
1639,Unique 1BR / Upper West Side,Upper West Side,,250.0
1640,"Luxurious, best location, spa inc'l",Greenpoint,,195.0
1641,Peaceful 1BD in Historic W. Harlem,Harlem,1.0,89.0
1642,"Very spacious, clean Manhattan Apt",Harlem,5.0,70.0
1643,NYC GORGEOUS LIGHT APT/PANORAMIC RIVER VIEW,Harlem,,181.0
1644,Lovely and Immaculate Bushwick Apt,Bushwick,4.5,91.0
1645,Brooklyn Heights,Brooklyn Heights,,200.0
1646,Amazing large 2BR in the UES  (MIN 30 DAYS),Upper East Side,5.0,99.0
1647,Five star large one bedroom!,Upper East Side,5.0,185.0
1648,"Bright, Spacious 1BR - West Village",Greenwich Village,5.0,175.0
1649,NYC Duplex + Terrace in East 60s,Upper East Side,4.2,190.0
1650,1BR 2-blocks from BK Museum,Crown Heights,,130.0
1651,The Big and Cozy Cove | Home Away From Home!,Elmhurst,,175.0
1652,"Clean and Serene Kensington, Bk",Kensington,,86.0
1653,Private floor/entrance/parking in townhouse,Rego Park,1.0,123.0
1654,Beautiful Apt - Flatiron/ Chelsea,Flatiron District,4.0,215.0
1655,Beautiful and Spacious 2 bedroom West Harlem Apt.,Harlem,,300.0
1656,"Big, bright Park Slope 2.5 bedroom!",South Slope,5.0,160.0
1657,Spacious Apt in Bushwick,Bushwick,,95.0
1658,"LARGE, BRIGHT Brownstone living",Bedford-Stuyvesant,,129.0
1659,Central Park Suite,Upper West Side,4.0,160.0
1660,Beautiful 1 br Williamsburg apt,Williamsburg,5.0,165.0
1661,1BR 1B FULLY FURNISHED #8783,Upper East Side,4.0,310.0
1662,1BR 1B FULLY FURNISHED #8703,Upper West Side,4.0,310.0
1663,2 Bedrooom- near Columbus Circle.,Midtown,2.5,200.0
1664,1BR 1B FULLY FURNISHED #8194,Midtown,,330.0
1665,Stylish & New Chelsea Apartment,Chelsea,4.0,175.0
